sqlID,nodeID,nodeName,accumulatorId,name,min,median,max,total,metricType,stageIds
1,20,"WholeStageCodegen (133)",27186,"duration",14,15357,49317,15595107,"timing","279"
1,21,"Sort",27187,"sort time",0,143,3033,300203,"timing","279"
1,21,"Sort",27188,"peak memory",65536,650915335,3221225472,650915545088,"size","279"
1,21,"Sort",27189,"spill size",0,26709303,3087007744,26709327872,"size","279"
1,22,"Exchange",26996,"data size",592630928,594409944,596232120,594410186248,"size","242,279"
1,22,"Exchange",26997,"number of partitions",1000,1000,1000,1000,"sum","242,279"
1,22,"Exchange",26998,"remote blocks read",994,994,996,590617,"sum","242,279"
1,22,"Exchange",26999,"local blocks read",4,4,6,2383,"sum","242,279"
1,22,"Exchange",27000,"remote bytes read",124481994,337884974,1491476898,200365878110,"size","242,279"
1,22,"Exchange",27002,"local bytes read",488491,1362359,6001207,807965779,"size","242,279"
1,22,"Exchange",27003,"fetch wait time",2096,14835,21789,8885130,"timing","242,279"
1,22,"Exchange",27004,"records read",638021,1686195,6917768,1000000000,"sum","242,279"
1,22,"Exchange",27013,"remote reqs duration",116241,228356,331728,135503808,"timing","242,279"
1,22,"Exchange",27015,"shuffle bytes written",200527123,201173596,201797653,201173843889,"size","242,279"
1,22,"Exchange",27016,"shuffle records written",997011,999747,1003066,1000000000,"sum","242,279"
1,22,"Exchange",27017,"shuffle write time",79887894,144000910,3371411856,144001157819,"nsTiming","242,279"
1,23,"WholeStageCodegen (132)",27018,"duration",10406,30856,41153,31111824,"timing","242"
1,25,"SortMergeJoin",27019,"number of output rows",997011,999747,1003066,1000000000,"sum","242"
1,25,"SortMergeJoin",27020,"spill size",0,0,0,0,"size","242"
1,26,"WholeStageCodegen (130)",27022,"duration",10969,31274,41326,31528443,"timing","242"
1,27,"Sort",27023,"sort time",295,306,783,366548,"timing","242"
1,27,"Sort",27024,"peak memory",637534208,637534208,637534208,637534208000,"size","242"
1,27,"Sort",27025,"spill size",0,0,0,0,"size","242"
1,28,"Exchange",26801,"data size",536627808,538409926,540311736,538410186248,"size","208,242"
1,28,"Exchange",26802,"number of partitions",1000,1000,1000,1000,"sum","208,242"
1,28,"Exchange",26803,"remote blocks read",984,989,1000,995984,"sum","208,242"
1,28,"Exchange",26804,"local blocks read",1,1,16,4016,"sum","208,242"
1,28,"Exchange",26805,"remote bytes read",168690135,170941654,172142528,170941899257,"size","208,242"
1,28,"Exchange",26807,"local bytes read",159325,711049,2777590,688534690,"size","208,242"
1,28,"Exchange",26808,"fetch wait time",1976,20484,31321,20727625,"timing","208,242"
1,28,"Exchange",26809,"records read",997011,999747,1003066,1000000000,"sum","208,242"
1,28,"Exchange",26818,"remote reqs duration",31993,320360,413642,320607115,"timing","208,242"
1,28,"Exchange",26820,"shuffle bytes written",170989415,171630189,172218522,171630433947,"size","208,242"
1,28,"Exchange",26821,"shuffle records written",996715,999750,1003508,1000000000,"sum","208,242"
1,28,"Exchange",26822,"shuffle write time",71904250,101090160,332608585,101090406800,"nsTiming","208,242"
1,29,"WholeStageCodegen (129)",26823,"duration",3980,26513,48669,26770775,"timing","208"
1,31,"SortMergeJoin",26824,"number of output rows",996715,999750,1003508,1000000000,"sum","208"
1,31,"SortMergeJoin",26825,"spill size",0,0,0,0,"size","208"
1,32,"WholeStageCodegen (127)",26827,"duration",3987,26566,48841,26824834,"timing","208"
1,33,"Sort",26828,"sort time",482,501,1028,643287,"timing","208"
1,33,"Sort",26829,"peak memory",436207616,436207616,436207616,436207616000,"size","208"
1,33,"Sort",26830,"spill size",0,0,0,0,"size","208"
1,34,"Exchange",13601,"data size",344929792,386409940,431761200,386410186248,"size","57,208"
1,34,"Exchange",13602,"number of partitions",1000,1000,1000,1000,"sum","57,208"
1,34,"Exchange",13603,"remote blocks read",984,984,1000,995846,"sum","57,208"
1,34,"Exchange",13604,"local blocks read",8,8,16,4154,"sum","57,208"
1,34,"Exchange",13605,"remote bytes read",155051915,157315111,158534975,157315368106,"size","57,208"
1,34,"Exchange",13607,"local bytes read",1238068,1990842,2591045,657004687,"size","57,208"
1,34,"Exchange",13608,"fetch wait time",0,20598,41654,20840247,"timing","57,208"
1,34,"Exchange",13609,"records read",996715,999750,1003508,1000000000,"sum","57,208"
1,34,"Exchange",13618,"remote reqs duration",4128,55283,174572,55529562,"timing","57,208"
1,34,"Exchange",13620,"shuffle bytes written",139651470,157972125,177089066,157972372793,"size","57,208"
1,34,"Exchange",13621,"shuffle records written",895884,999741,1115824,1000000000,"sum","57,208"
1,34,"Exchange",13622,"shuffle write time",65618916,123728779,5581068760,123729026915,"nsTiming","57,208"
1,35,"WholeStageCodegen (78)",13623,"duration",3515,11470,29223,11720465,"timing","57"
1,40,"BroadcastHashJoin",13624,"number of output rows",895884,999741,1115824,1000000000,"sum","57"
1,42,"BroadcastHashJoin",13625,"number of output rows",895884,999741,1115824,1000000000,"sum","57"
1,44,"BroadcastHashJoin",13626,"number of output rows",895884,999741,1115824,1000000000,"sum","57"
1,46,"SortMergeJoin",13627,"number of output rows",895884,999741,1115824,1000000000,"sum","57"
1,46,"SortMergeJoin",13628,"spill size",0,0,0,0,"size","57"
1,47,"WholeStageCodegen (76)",13630,"duration",3526,11615,29226,11874003,"timing","57"
1,48,"Sort",13631,"sort time",28,28,231,50487,"timing","57"
1,48,"Sort",13632,"peak memory",234881024,244074688,335544320,244074938368,"size","57"
1,48,"Sort",13633,"spill size",0,0,0,0,"size","57"
1,49,"Exchange",5340,"data size",160683840,189037868,216467608,189038118536,"size","35,57"
1,49,"Exchange",5341,"number of partitions",1000,1000,1000,1000,"sum","35,57"
1,49,"Exchange",5342,"remote blocks read",968,968,1000,987637,"sum","35,57"
1,49,"Exchange",5343,"local blocks read",4,4,32,12363,"sum","35,57"
1,49,"Exchange",5344,"remote bytes read",61777840,68655425,76488347,68655679543,"size","35,57"
1,49,"Exchange",5346,"local bytes read",250011,1042931,2415175,860584260,"size","35,57"
1,49,"Exchange",5347,"fetch wait time",0,6743,25695,6990901,"timing","35,57"
1,49,"Exchange",5348,"records read",895884,999741,1115824,1000000000,"sum","35,57"
1,49,"Exchange",5357,"remote reqs duration",2998,30365,98925,30619254,"timing","35,57"
1,49,"Exchange",5359,"shuffle bytes written",58656577,69516016,80195382,69516263803,"size","35,57"
1,49,"Exchange",5360,"shuffle records written",860635,999748,1134906,1000000000,"sum","35,57"
1,49,"Exchange",5361,"shuffle write time",30677016,41940380,151951065,41940638272,"nsTiming","35,57"
1,50,"WholeStageCodegen (58)",5362,"duration",2556,19236,64778,19486790,"timing","35"
1,52,"SortMergeJoin",5363,"number of output rows",860635,999748,1134906,1000000000,"sum","35"
1,52,"SortMergeJoin",5364,"spill size",0,0,0,0,"size","35"
1,53,"WholeStageCodegen (56)",5366,"duration",2634,19930,64783,20181880,"timing","35"
1,54,"Sort",5367,"sort time",26,26,108,39632,"timing","35"
1,54,"Sort",5368,"peak memory",167772160,233236606,268435456,233236856832,"size","35"
1,54,"Sort",5369,"spill size",0,0,0,0,"size","35"
1,55,"Exchange",2424,"data size",153081680,331725423,332605488,137997820240,"size","0,35"
1,55,"Exchange",2425,"number of partitions",1000,1000,1000,1000,"sum","0,35"
1,55,"Exchange",2426,"remote blocks read",364,364,416,407870,"sum","0,35"
1,55,"Exchange",2427,"local blocks read",40,40,52,8130,"sum","0,35"
1,55,"Exchange",2428,"remote bytes read",48588385,58951355,68168595,58951601861,"size","0,35"
1,55,"Exchange",2430,"local bytes read",5300563,6660860,8022103,1172319145,"size","0,35"
1,55,"Exchange",2431,"fetch wait time",0,17256,63115,17506210,"timing","0,35"
1,55,"Exchange",2432,"records read",860635,999748,1134906,1000000000,"sum","0,35"
1,55,"Exchange",2441,"remote reqs duration",4736,43347,107665,43600982,"timing","0,35"
1,55,"Exchange",2443,"shuffle bytes written",66784272,144528549,144939918,60123921006,"size","0,35"
1,55,"Exchange",2444,"shuffle records written",1109300,2403838,2410100,1000000000,"sum","0,35"
1,55,"Exchange",2445,"shuffle write time",73318613,1965908152,6764191797,817817832704,"nsTiming","0,35"
1,56,"WholeStageCodegen (1)",2446,"duration",123,3463,10796,1491585,"timing","0"
1,58,"Filter",2447,"number of output rows",1109300,2403838,2410100,1000000000,"sum","0"
1,59,"ColumnarToRow",2448,"number of output rows",1109300,2403838,2410100,1000000000,"sum","0"
1,59,"ColumnarToRow",2449,"number of input batches",271,587,589,244388,"sum","0"
1,60,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",241,"number of output rows",1109300,2403838,2410100,1000000000,"sum","0"
1,60,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",242,"scan time",121,1468,7155,661174,"timing","0"
1,60,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",243,"number of files read",2,2,2,2,"sum","0"
1,60,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",244,"metadata time",10,10,10,10,"timing","0"
1,60,"Scan parquet spark_catalog.demo_pauldefusco.trs_v26",245,"size of files read",55995127116,55995127116,55995127116,55995127116,"size","0"
1,61,"WholeStageCodegen (57)",5370,"duration",1285171926,10407582088,34776080044,10407582340580,"timing","35"
1,62,"Sort",5371,"sort time",0,0,0,0,"timing","35"
1,62,"Sort",5372,"peak memory",67174400,67183787,67239936,67184033792,"size","35"
1,62,"Sort",5373,"spill size",0,0,0,0,"size","35"
