sqlID,nodeID,nodeName,accumulatorId,name,min,median,max,total,metricType,stageIds
2,141,"Exchange",6688,"shuffle records written",7493,7493,7505,3000000,"sum","186,200"
2,141,"Exchange",6689,"shuffle write time",2659866,8266039,697958990,3306454541,"nsTiming","186,200"
2,142,"WholeStageCodegen (9)",6690,"duration",313,659,9863,286241,"timing","186"
2,143,"Filter",6691,"number of output rows",7493,7493,7505,3000000,"sum","186"
2,144,"ColumnarToRow",6692,"number of output rows",7493,7493,7505,3000000,"sum","186"
2,144,"ColumnarToRow",6693,"number of input batches",2,2,2,800,"sum","186"
2,145,"Scan parquet spark_catalog.demo_pauldefusco.accounts_skewed",5972,"number of output rows",7493,7493,7505,3000000,"sum","186"
2,145,"Scan parquet spark_catalog.demo_pauldefusco.accounts_skewed",5973,"scan time",310,653,9860,284367,"timing","186"
2,145,"Scan parquet spark_catalog.demo_pauldefusco.accounts_skewed",5974,"number of files read",800,800,800,800,"sum","186"
2,145,"Scan parquet spark_catalog.demo_pauldefusco.accounts_skewed",5975,"metadata time",0,0,0,0,"timing","186"
2,145,"Scan parquet spark_catalog.demo_pauldefusco.accounts_skewed",5976,"size of files read",83622504,83622504,83622504,83622504,"size","186"
2,146,"WholeStageCodegen (26)",8364,"duration",227,413,1139,497650,"timing","212"
2,147,"Sort",8365,"sort time",0,0,0,0,"timing","212"
2,147,"Sort",8366,"peak memory",67174400,67174400,67174400,53672345600,"size","212"
2,147,"Sort",8367,"spill size",0,0,0,0,"size","212"
2,148,"AQEShuffleRead",8368,"number of partitions",799,799,799,799,"sum",""
2,148,"AQEShuffleRead",8369,"partition data size",25273,27748,56437,22199028,"size",""
2,148,"AQEShuffleRead",8370,"number of coalesced partitions",1,1,1,1,"sum",""
2,149,"Exchange",6697,"data size",19968,19968,20032,8000000,"size","187,212"
2,149,"Exchange",6698,"number of partitions",800,800,800,800,"sum","187,212"
2,149,"Exchange",6699,"remote blocks read",282,291,647,251329,"sum","187,212"
2,149,"Exchange",6700,"local blocks read",1,1,12,1600,"sum","187,212"
2,149,"Exchange",6701,"remote bytes read",23374,25897,53312,20851080,"size","187,212"
